Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
icon-studs,Icon Stud,"<p data-start=""419"" data-end=""733"">Timeless elegance meets everyday sophistication. The Icon Studs feature a polished gold-tone finish with a vintage-inspired design that effortlessly elevates any look. Perfect for brunch dates, office wear, or evening outings, these statement studs bring a touch of luxury to every outfit.</p>
<p data-start=""735"" data-end=""863"">✨ Premium gold-tone finish<br data-start=""761"" data-end=""764"">✨ Lightweight &amp; comfortable<br data-start=""791"" data-end=""794"">✨ Classic statement design<br data-start=""820"" data-end=""823"">✨ Perfect for everyday and occasion wear</p>
<p data-start=""865"" data-end=""951"" data-is-last-node="""" data-is-only-node=""""><em data-start=""865"" data-end=""951"" data-is-last-node="""">Keep away from water, perfumes, and harsh chemicals to maintain shine and longevity.</em></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8191.png?v=1780037186,1,"",false,,,,,,golden; gold,stud,,,,,,,,,,kg,,,active
rose-prism-studs,Rosè Prism Stud,"<p data-start=""329"" data-end=""686"">Add a touch of elegance to your everyday style with our <strong data-start=""385"" data-end=""405"">Rosé Prism Studs</strong>. Featuring a sparkling blush-pink crystal framed by a delicate geometric gold-tone design, these earrings bring the perfect balance of modern charm and feminine sophistication. Lightweight, versatile, and effortlessly chic, they're ideal for both daily wear and special occasions.</p>
<p data-start=""688"" data-end=""836"">✨ Elegant geometric design<br data-start=""714"" data-end=""717"">✨ Lightweight &amp; comfortable<br data-start=""744"" data-end=""747"">✨ Perfect for everyday styling<br data-start=""777"" data-end=""780"">✨ Pairs beautifully with both western and ethnic outfits</p>
<p data-start=""838"" data-end=""924"" data-is-last-node="""" data-is-only-node=""""><em data-start=""838"" data-end=""924"" data-is-last-node="""">Keep away from water, perfumes, and harsh chemicals to maintain shine and longevity.</em></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,650.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8188.png?v=1780036656,1,"",false,,,,,,pink,stud,gold-plated,,,,,,,,,kg,,262.00,active
candy-gem-cascade-drops,Candy Gem Cascade Drops,"<p data-start=""57"" data-end=""407"">Playful, vibrant, and full of charm, the <strong data-start=""98"" data-end=""125"">Candy Gem Cascade Drops</strong> feature a dazzling blend of colourful gemstones in a graceful cascading design. Set in a radiant gold-tone finish, these statement earrings bring together fun colours and elegant sparkle, making them perfect for brunch dates, vacations, festive celebrations, and special occasions.</p>
<p data-start=""409"" data-end=""609"">✨ Multicolour Gemstone Detailing<br data-start=""441"" data-end=""444"">✨ Gold-Tone Finish<br data-start=""462"" data-end=""465"">✨ Lightweight Statement Design<br data-start=""495"" data-end=""498"">✨ Adds a Pop of Colour to Any Outfit<br data-start=""534"" data-end=""537"">✨ Store away from water, perfumes, and harsh chemicals to preserve shine</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8180.png?v=1780035373,1,"",false,,,,,,multicolor,,,,,,,,,,,kg,,155.00,active
milano-crystal-drops,Milano Crystal Drops,"<p data-start=""56"" data-end=""402"">Graceful, timeless, and effortlessly elegant, the <b>Milano Crystal Drops </b>are designed to capture the beauty of light with every movement. Featuring a stunning cascade of brilliant-cut stones set in a luxurious gold-tone finish, these statement earrings add the perfect touch of sparkle to both special occasions and elevated everyday looks.</p>
<p data-start=""404"" data-end=""631"">✨ Brilliant High-Shine Crystal Detailing<br data-start=""444"" data-end=""447"">✨ Elegant Gold-Tone Setting<br data-start=""474"" data-end=""477"">✨ Lightweight Statement Design<br data-start=""507"" data-end=""510"">✨ Perfect for Weddings, Parties &amp; Celebrations<br data-start=""556"" data-end=""559"">✨ Store away from water, perfumes, and harsh chemicals to preserve shine</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8178.png?v=1780035117,1,"",false,,,,,,white,drop,,,,,,,,,,kg,,155.00,active
emerald-envy-deops,Emerald Envy Drops,"<p data-start=""24"" data-end=""379"">Turn heads with the captivating charm of the <strong data-start=""69"" data-end=""91"">Emerald Envy Drops</strong>. Featuring a graceful cascade of vibrant emerald-green stones set in a radiant gold-tone finish, these statement earrings bring together timeless elegance and modern glamour. Perfect for festive celebrations, weddings, evening soirées, or whenever your outfit deserves a touch of luxury.</p>
<p data-start=""381"" data-end=""602"">✨ Premium Gold-Tone Finish<br data-start=""407"" data-end=""410"">✨ Sparkling Emerald-Green Crystal Detailing<br data-start=""453"" data-end=""456"">✨ Lightweight Statement Design<br data-start=""486"" data-end=""489"">✨ Perfect for Festive &amp; Party Wear<br data-start=""523"" data-end=""526"">✨ Store away from water, perfumes, and harsh chemicals to preserve its shine</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8175.png?v=1780034713,1,"",false,,,,,,green,drop,,,,,,,,,,kg,,155.00,active
aurora-mosaic-drops,Aurora Mosaic Drops,"<p data-start=""49"" data-end=""345"">A statement pair designed to turn heads, the <strong data-start=""94"" data-end=""117"">Aurora Mosaic Drops</strong> feature a stunning blend of multicolour gemstones set in a luxe gold-tone finish. The elongated silhouette adds elegance and movement, making them perfect for festive occasions, weddings, vacations, or elevating everyday looks.</p>
<p data-start=""347"" data-end=""551"">✨ 18K Gold-Plated Finish<br data-start=""371"" data-end=""374"">✨ Lightweight Statement Design<br data-start=""404"" data-end=""407"">✨ Multicolour Gemstone Detailing<br data-start=""439"" data-end=""442"">✨ Perfect for Festive &amp; Party Wear<br data-start=""476"" data-end=""479"" data-is-only-node="""">✨ Store away from water, perfumes, and harsh chemicals to maintain shine</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8172.png?v=1780034292,1,"",false,,,,,,,drop,,,,,,,,,,kg,,182.00,active
elysian-gold-drop-statement-earrings,Elysian Gold Drop Statement Earrings,"<p data-start=""24"" data-end=""304"">Make a statement with the timeless elegance of our Elysian Gold Drops. Designed with a sleek sculpted silhouette and a radiant gold finish, these earrings effortlessly elevate both everyday and occasion looks. Lightweight yet bold, they add a touch of modern luxury to any outfit.</p>
<p data-start=""306"" data-end=""423"">✨ 18K Gold Plated<br data-start=""323"" data-end=""326"">✨ Lightweight &amp; Comfortable<br data-start=""353"" data-end=""356"">✨ Premium Statement Design<br data-start=""382"" data-end=""385"">✨ Perfect for Casual &amp; Occasion Wear</p>
<p data-start=""425"" data-end=""525"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""425"" data-end=""434"">Care:</strong> Keep away from water, perfumes, and harsh chemicals to maintain their shine and beauty. 💛</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,650.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8164.png?v=1780033095,1,"",false,,,,,,golden; geometric; gold,dangle,,,,,,,,,,kg,,200.00,active
jade-romance-stud,Jade Romance Stud,"<p data-start=""24"" data-end=""353"">Fall in love with timeless elegance. The Jade Romance Studs feature a radiant emerald-green heart stone framed by shimmering crystals, creating the perfect balance of sophistication and charm. Designed to add a subtle pop of color and sparkle, these earrings effortlessly elevate both everyday looks and special occasion outfits.</p>
<p data-start=""355"" data-end=""555"">✨ Premium Stainless Steel<br data-start=""380"" data-end=""383"">✨ 18K Gold Plated Finish<br data-start=""407"" data-end=""410"">✨ Heart-Cut Emerald Green Stone<br data-start=""441"" data-end=""444"">✨ Sparkling Crystal Halo Design<br data-start=""475"" data-end=""478"">✨ Lightweight &amp; Comfortable for Daily Wear<br data-start=""520"" data-end=""523"">✨ Hypoallergenic &amp; Skin-Friendly</p>
<p data-start=""557"" data-end=""646"">A romantic statement piece crafted for those who love classic beauty with a modern touch.</p>
<p data-start=""648"" data-end=""806"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""648"" data-end=""661"">Material:</strong> 316L Stainless Steel | 18K Gold Plated<br data-start=""700"" data-end=""703""><strong data-start=""703"" data-end=""712"">Care:</strong> Keep away from hot water, perfumes, and harsh chemicals to preserve its shine and beauty. 💚✨</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,350.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8160.png?v=1780032418,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
nova-frame-studs,Nova Frame Stud,"<p data-start=""29"" data-end=""324"">Elevate your everyday style with the Nova Frame Earrings. Designed with a sleek modern silhouette and a polished gold-tone finish, these statement studs add a touch of effortless sophistication to any look. Lightweight yet striking, they're perfect for both daily wear and special occasions.</p>
<p data-start=""326"" data-end=""464"">✨ Premium Stainless Steel<br data-start=""351"" data-end=""354"">✨ 18K Gold Plated<br data-start=""371"" data-end=""374"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""406"" data-end=""409"">✨ Lightweight &amp; Comfortable<br data-start=""436"" data-end=""439"">✨ Modern Geometric Design</p>
<p data-start=""466"" data-end=""573"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""466"" data-end=""475"">Care:</strong> Avoid contact with hot water, perfumes, and harsh chemicals to maintain their shine and finish. ✨</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8156.png?v=1780031797,1,"",false,,,,,,golden; geometric,,stainless-steel; gold-plated,,,,,,,,,kg,,121.00,active
nova-frame-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8157.png?v=1780031849,2,"",,,,,,,,,,,,,,,,,,,,,
celeste-bow-stud,Celeste Bow Stud,"<p data-start=""361"" data-end=""581"">Delicate and elegant, these crystal-studded bow earrings add a touch of sparkle to every look. Designed with a graceful silhouette and a radiant gold finish, they're perfect for everyday wear and special occasions alike.</p>
<p data-start=""583"" data-end=""683""><strong data-start=""583"" data-end=""596"">Material:</strong> 18K Gold Plated | Crystal Embellishments<br data-start=""637"" data-end=""640""><strong data-start=""640"" data-end=""650"">Style:</strong> Chic • Feminine • Lightweight 💖<br><br><strong data-start=""349"" data-end=""371"">Care Instructions:</strong><span> To maintain their shine and beauty, keep away from hot water, perfumes, and harsh chemicals. Store in a dry place when not in use. ✨💕</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8146.png?v=1780031057,1,"",false,,,,,,,,,,,,,,,,,kg,,138.00,active
cupid-s-spark-earrings,Cupid’s Spark Earrings,"<p data-start=""35"" data-end=""195"">Add a touch of romance to your look with these dazzling heart-shaped crystal studs. Elegant, lightweight, and perfect for everyday sparkle or special occasions.</p>
<p data-start=""197"" data-end=""297"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""197"" data-end=""210"">Material:</strong> 18K Gold Plated | Crystal Embellishments<br data-start=""251"" data-end=""254""><strong data-start=""254"" data-end=""264"" data-is-only-node="""">Style:</strong> Elegant • Feminine • Timeless 💖</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"","BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,400.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8142.png?v=1780030467,1,"",false,,,,,,golden,stud,gold-plated; stainless-steel,,,,,,,,,kg,,350.00,active
cupid-s-spark-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8141.png?v=1780030466,2,"",,,,,,,,,,,,,,,,,,,,,
evil-eye-luxe-bracelet,Evil Eye Luxe Bracelet,"<p data-start=""32"" data-end=""294"">Add a touch of elegance and protection to your everyday look with our Evil Eye Luxe Bracelet. Crafted with a premium gold-tone twisted cable design, sparkling crystal accents, and iconic evil eye charms, this bracelet is the perfect blend of classy and trendy.</p>
<p data-start=""296"" data-end=""432"">Made for daily wear, it’s lightweight, stylish, and effortlessly elevates every outfit — from casual brunch dates to festive evenings.</p>
<p data-start=""434"" data-end=""598"">• Premium stainless steel base<br data-start=""464"" data-end=""467"">• 18K gold plated finish<br data-start=""491"" data-end=""494"">• Anti-tarnish &amp; waterproof<br data-start=""521"" data-end=""524"">• Hypoallergenic &amp; skin-friendly<br data-start=""556"" data-end=""559"">• Adjustable fit for comfortable wear</p>
<p data-start=""600"" data-end=""665"" data-is-last-node="""" data-is-only-node="""">A timeless statement piece designed to shine with you every day ✨</p>",House of Yeashi,Apparel & Accessories > Jewelry,"",bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,699.00,999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8045.png?v=1779895561,1,"",false,,,,,,,,,,,,,,,,,kg,,180.00,active
untitled-may26_11-58-17,Untitled May26_11:58:17,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
velisse-bracelet,Velisse Bracelet| 316L Gold Plated Bracelet,"<p data-start=""26"" data-end=""336"">A graceful statement piece designed with a modern wave silhouette and shimmering crystal detailing. The Velisse Bracelet adds the perfect touch of elegance to both everyday looks and special occasions. Crafted to shine beautifully with every movement, this bracelet blends minimal luxury with timeless charm.</p>
<p data-start=""338"" data-end=""508"">• Elegant wave design<br data-start=""359"" data-end=""362"">• Studded with sparkling crystals<br data-start=""395"" data-end=""398"">• Lightweight &amp; comfortable fit<br data-start=""429"" data-end=""432"">• Perfect for daily wear &amp; gifting<br data-start=""466"" data-end=""469"">• Premium gold finish for a luxe look</p>
<p data-start=""510"" data-end=""578"" data-is-last-node="""" data-is-only-node="""">A must-have piece for girls who love classy, effortless jewellery 💫</p>",House of Yeashi,Apparel & Accessories > Jewelry > Bracelets,"",bracelet,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1299.00,1500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7892.png?v=1779762373,1,"",false,,,,adults,bangle,gold,,gold-plated,imitation-jewelry,,female,,,,,,kg,,350.00,active
velisse-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7893.png?v=1779762645,2,"",,,,,,,,,,,,,,,,,,,,,
untitled-may25_21-45-02,Untitled May25_21:45:02,"<p data-start=""33"" data-end=""361"">Delicate, minimal, and effortlessly elegant — the Golden Glow  Bracelet is designed to add a subtle golden glow to your everyday look. Featuring fine dual-chain detailing with dainty gold bead accents, this bracelet blends timeless charm with modern sophistication. Perfect for stacking or wearing solo for a soft luxe vibe.</p>
<p data-start=""363"" data-end=""568"">• Elegant multi-strand design<br data-start=""392"" data-end=""395"">• Lightweight &amp; comfortable for daily wear<br data-start=""437"" data-end=""440"">• Adjustable fit for the perfect sizing<br data-start=""479"" data-end=""482"">• Minimal aesthetic with a premium finish<br data-start=""523"" data-end=""526"">• Perfect for everyday styling &amp; gifting</p>
<p data-start=""570"" data-end=""640"" data-is-last-node="""" data-is-only-node="""">A graceful piece made to elevate every outfit with understated beauty.</p>",House of Yeashi,,"",bracelet,false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,899.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,290.00,draft
isla-crystal-ring,Isla Crystal Ring,"<p data-start=""25"" data-end=""325""> </p>
<p data-start=""495"" data-end=""659"">✅ Free Size — Adjustable to fit most fingers<br>✨ Adjustable fit<br data-start=""511"" data-end=""514"">✨ Sparkling crystal detailing<br data-start=""543"" data-end=""546"">✨ Luxe gold-tone finish<br data-start=""569"" data-end=""572"">✨ Elegant shell-inspired design<br data-start=""603"" data-end=""606"">✨ Perfect for parties, brunch dates &amp; everyday glam</p>
<p data-start=""661"" data-end=""730"" data-is-last-node="""" data-is-only-node="""">A little touch of golden ocean magic for your jewellery collection 💫</p>",House of Yeashi,Apparel & Accessories > Jewelry > Rings,"",Finger Ring,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7883.png?v=1779723463,1,"",false,,,,,,golden; dots; gold,,stainless-steel; gold-plated,,,,,,,,,kg,,450.00,active
isla-crystal-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7882.png?v=1779723463,2,"",,,,,,,,,,,,,,,,,,,,,
halo-bloom-multicolour-ring,Halo Bloom Multicolour Ring,"<p data-start=""34"" data-end=""375"">Delicate sparkle meets timeless elegance with our <em data-start=""84"" data-end=""112"">Halo Bloom Adjustable Ring</em>. Designed with a graceful circle of shimmering stones set in a luxe gold finish, this ring adds the perfect touch of glam to your everyday style. Its adjustable open design ensures a comfortable fit while making it effortlessly chic for stacking or wearing solo.</p>
<p data-start=""377"" data-end=""514"">Crafted from premium <strong data-start=""398"" data-end=""422"">316L stainless steel</strong> with <strong data-start=""428"" data-end=""448"">PVD gold coating</strong>, this piece is waterproof, anti-tarnish, and made for daily wear.</p>
<ul data-start=""516"" data-end=""681"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""516"" data-end=""540"">Adjustable free size</li>
<li data-start=""541"" data-end=""565"">316L Stainless Steel</li>
<li data-start=""566"" data-end=""585"">PVD Gold Coated</li>
<li data-start=""586"" data-end=""615"">Anti-Tarnish &amp; Waterproof</li>
<li data-start=""616"" data-end=""647"">Lightweight &amp; Skin-Friendly</li>
<li data-start=""648"" data-end=""681"" data-is-last-node="""">Perfect for everyday elegance ✨</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Rings,"",Finger Ring,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/1690861D-2422-45A1-A1BA-868E536B660B.png?v=1779707478,1,"",false,,,,,,,,,,,,,,,,,kg,,450.00,active
untitled-may25_16-41-04,Untitled May25_16:41:04,,House of Yeashi,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
halo-bloom-adjustable-ring,Halo Bloom Adjustable Ring,"<p data-start=""34"" data-end=""375"">Delicate sparkle meets timeless elegance with our <em data-start=""84"" data-end=""112"">Halo Bloom Adjustable Ring</em>. Designed with a graceful circle of shimmering stones set in a luxe gold finish, this ring adds the perfect touch of glam to your everyday style. Its adjustable open design ensures a comfortable fit while making it effortlessly chic for stacking or wearing solo.</p>
<p data-start=""377"" data-end=""514"">Crafted from premium <strong data-start=""398"" data-end=""422"">316L stainless steel</strong> with <strong data-start=""428"" data-end=""448"">PVD gold coating</strong>, this piece is waterproof, anti-tarnish, and made for daily wear.</p>
<ul data-start=""516"" data-end=""681"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""516"" data-end=""540"">Adjustable free size</li>
<li data-start=""541"" data-end=""565"">316L Stainless Steel</li>
<li data-start=""566"" data-end=""585"">PVD Gold Coated</li>
<li data-start=""586"" data-end=""615"">Anti-Tarnish &amp; Waterproof</li>
<li data-start=""616"" data-end=""647"">Lightweight &amp; Skin-Friendly</li>
<li data-start=""648"" data-end=""681"" data-is-last-node="""">Perfect for everyday elegance ✨</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Rings,Ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/559CE4B2-A007-4038-B22F-A5ACF16A53B3.png?v=1779706476,1,"",false,,,,,,,,gold-plated; stainless-steel,,,unisex,,,,,,kg,,450.00,active
halo-bloom-adjustable-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/4BB98DAE-676E-4CB0-9E05-43B698DEBD16.png?v=1779706476,2,"",,,,,,,,,,,,,,,,,,,,,
elara-solitaire,Elara Solitaire,"<p data-start=""28"" data-end=""315"">A timeless statement piece designed to add effortless elegance to your everyday look. Featuring a dazzling solitaire-cut stone set on a sleek gold-toned band, the Elara Solitaire Ring blends minimal beauty with luxurious charm. Perfect for daily wear, date nights, and special occasions.</p>
<p data-start=""317"" data-end=""528"" data-is-last-node="""" data-is-only-node="""">• Premium 316L Stainless Steel<br data-start=""347"" data-end=""350"">• PVD Coated for long-lasting shine<br data-start=""385"" data-end=""388"" data-is-only-node="""">• Elegant solitaire design<br data-start=""414"" data-end=""417"">• Lightweight &amp; comfortable<br data-start=""444"" data-end=""447"">• Free size – adjustable fit<br data-start=""475"" data-end=""478"">• Tarnish-resistant &amp; perfect for everyday styling</p>",House of Yeashi,Apparel & Accessories > Jewelry > Rings,Ring,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7861.png?v=1779705958,1,"",false,,,,,,,,,,,unisex,,,,,,kg,,450.00,active
elara-solitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7859.png?v=1779705958,2,"",,,,,,,,,,,,,,,,,,,,,
premium-jewellery-hamper-box,Premium Jewellery Hamper Box,"<p data-start=""0"" data-end=""54"">✨ <strong data-start=""2"" data-end=""50"">House of Yeashi Premium Jewellery Hamper Box</strong> ✨</p>
<p data-start=""56"" data-end=""295"">The ultimate self-care &amp; gifting hamper filled with trendy accessories, premium jewellery, and cute essentials 💖<br data-start=""169"" data-end=""172"">Perfect for pampering yourself or surprising someone special — all for just <strong data-start=""248"" data-end=""291"">₹3499 with FREE shipping all over India</strong>🚚✨</p>
<p data-start=""297"" data-end=""318"">🎀 <strong data-start=""300"" data-end=""318"">What’s Inside?</strong></p>
<ul data-start=""319"" data-end=""792"">
<li data-start=""319"" data-end=""365"">2 High-Quality Neck Chains worth ₹400 each</li>
<li data-start=""366"" data-end=""407"">1 Pair of Premium Earrings worth ₹400</li>
<li data-start=""408"" data-end=""446"">1 Anti-Tarnish Bracelet worth ₹550</li>
<li data-start=""447"" data-end=""478"">Set of 3 Bangles worth ₹500</li>
<li data-start=""479"" data-end=""508"">1 Stylish Ring worth ₹350</li>
<li data-start=""509"" data-end=""546"">1 Big Flower Claw Clip worth ₹100</li>
<li data-start=""547"" data-end=""585"">1 Small Flower Claw Clip worth ₹50</li>
<li data-start=""586"" data-end=""624"">1 Tulip Flower Hair Pin worth ₹150</li>
<li data-start=""625"" data-end=""665"">1 Makeup Sponge with Case worth ₹200</li>
<li data-start=""666"" data-end=""710"">1 Sheet Mask worth ₹100 (random variant)</li>
<li data-start=""711"" data-end=""746"">1 Evil Eye Bag Charm worth ₹200</li>
<li data-start=""747"" data-end=""792"">1 Reusable Magnetic Hamper Box worth ₹200</li>
</ul>
<p data-start=""794"" data-end=""921"">✨ Total value worth ₹3600+ — available for just <strong data-start=""842"" data-end=""851"">₹3499</strong> beautifully packed in our aesthetic reusable magnetic hamper box 🎁</p>
<p data-start=""923"" data-end=""1055"" data-is-last-node="""" data-is-only-node="""">All our hamper boxes are fully customisable — add pictures, extra products, fairy lights, gift notes &amp; more at additional charges 💕</p>",House of Yeashi,Apparel & Accessories > Jewelry,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,3999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7691.png?v=1779520384,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
jewellery-gift-box,Jewellery Gift Box,"<p data-start=""0"" data-end=""46"">✨ <strong data-start=""2"" data-end=""42"">House of Yeashi Jewellery Hamper Box</strong> ✨</p>
<p data-start=""48"" data-end=""234"">The perfect jewellery hamper for self-pampering or gifting someone special 💖<br data-start=""125"" data-end=""128"">Packed with premium-quality, trendy accessories — all for just <strong data-start=""191"" data-end=""232"">₹1199 with FREE shipping across India</strong> ✨</p>
<p data-start=""236"" data-end=""257"">🎀 <strong data-start=""239"" data-end=""257"">What’s Inside?</strong></p>
<ul data-start=""258"" data-end=""433"">
<li data-start=""258"" data-end=""291"">2 Neck Chains worth ₹400 each</li>
<li data-start=""292"" data-end=""330"">1 Anti-Tarnish Bracelet worth ₹400</li>
<li data-start=""331"" data-end=""358"">2 Rings worth ₹350 each</li>
<li data-start=""359"" data-end=""392"">1 Pair of Earrings worth ₹350</li>
<li data-start=""393"" data-end=""433"">1 Jewellery Organiser Box worth ₹400</li>
</ul>
<p data-start=""435"" data-end=""463"">✨ Total value worth ₹2500+</p>
<p data-start=""465"" data-end=""580"" data-is-last-node="""" data-is-only-node="""">Our hamper is fully customisable — you can add more products at extra charges and also choose gift box packaging 🎁</p>",House of Yeashi,Apparel & Accessories > Jewelry,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,1199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-7682.png?v=1779518692,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
